building_id,building_city,building_tags,building_name,tweet_language_distribution,tweets,tweets_concatenated,mapped_class
492475746,Madrid,apartments,Edificio Don Pelayo,"['Spanish', 'Spanish']","['La terraza de mi piso es el lugar perfecto para disfrutar del atardecer madrileño!', 'Acabo de renovar la cocina y estoy encantado con los resultados, ¡es un cambio radical!']","La terraza de mi piso es el lugar perfecto para disfrutar del atardecer madrileño! Acabo de renovar la cocina y estoy encantado con los resultados, ¡es un cambio radical!",residential
492576152,Mumbai,apartments,Jeevan Sapna,"['English', 'English', 'English', 'English', 'English']","[""Walls have ears but thankfully ours don't judge us too harshly after late night gaming sessions :)"", 'Anybody else having trouble finding parking spots? Kinda hard to believe we pay so much for these apartments', 'Mornings are perfect now - watching sunrise over Mumbai skyline every day never gets old.', '@MaintenanceTeam Please look into fixing elevator issues ASAP!', 'Sundays spent lounging around rooftop pool area remind me why I opted out of buying suburban house.']",Walls have ears but thankfully ours don't judge us too harshly after late night gaming sessions :) Anybody else having trouble finding parking spots? Kinda hard to believe we pay so much for these apartments Mornings are perfect now - watching sunrise over Mumbai skyline every day never gets old. @MaintenanceTeam Please look into fixing elevator issues ASAP! Sundays spent lounging around rooftop pool area remind me why I opted out of buying suburban house.,residential
492578212,Mumbai,apartments,Anita Apartments,"['English', 'English']","['Sunsets from apartment balcony are absolute goals! Perfect spot to unwind after chaotic Mumbai days ', ""Noisy neighbors notwithstanding, there's no place I'd rather call home than here ""]","Sunsets from apartment balcony are absolute goals! Perfect spot to unwind after chaotic Mumbai days  Noisy neighbors notwithstanding, there's no place I'd rather call home than here ",residential
492578216,Mumbai,apartments,Maharaja Surajmal,"['English', 'English']","['Sunsets from apartment balcony are always breathtaking here!', 'Quiet evening spent reading on rooftop terrace overlooking Mumbai skyline #peacefulnights']",Sunsets from apartment balcony are always breathtaking here! Quiet evening spent reading on rooftop terrace overlooking Mumbai skyline #peacefulnights,residential
492764534,Madrid,apartments,Nuestra Señora De La Paz,"['Spanish', 'Spanish', 'Spanish']","['Me encanta la vista desde mi balcón por las maañanas #VistasDeEnsueño', 'Días de lluvia como hoy es cuando más me gusta este barrio tan tranquilo y acogedor.', 'Pasar el fin de semana en casa sin ruidos ni estrés, ¡es todo un lujo!']","Me encanta la vista desde mi balcón por las maañanas #VistasDeEnsueño Días de lluvia como hoy es cuando más me gusta este barrio tan tranquilo y acogedor. Pasar el fin de semana en casa sin ruidos ni estrés, ¡es todo un lujo!",residential
492881422,Milan,house,Das Fass,['Italian'],['La vista dalla finestra del mio soggiorno è semplicemente mozzafiato! Il tramonto su Milano non ha pari.'],La vista dalla finestra del mio soggiorno è semplicemente mozzafiato! Il tramonto su Milano non ha pari.,residential
493123302,Melbourne,apartments,Quest Apartments St Kilda,"['English', 'English']","['Sunrise views from our rooftop are everything!, stunning way to begin day in Melbourne #StKildaLife', 'Currently sipping coffee on balcony overlooking beach, perfect Sunday morning vibes @stkildabeach']","Sunrise views from our rooftop are everything!, stunning way to begin day in Melbourne #StKildaLife Currently sipping coffee on balcony overlooking beach, perfect Sunday morning vibes @stkildabeach",residential
493278424,RioDeJaneiro,apartments,Basimóvel,"['Portuguese', 'Portuguese', 'Portuguese']","['Adorei o design moderno do meu apartamento novinho aqui no Basimóvel!', 'Aqui na varanda é onde eu me sinto mais conectada com natureza e posso desfrutar das belezas da cidade.', 'Passei anos procurando um lugar que combinasse tranquilidade com proximidade à vida agitada carioca - então encontrei este cantinho perfeito!']",Adorei o design moderno do meu apartamento novinho aqui no Basimóvel! Aqui na varanda é onde eu me sinto mais conectada com natureza e posso desfrutar das belezas da cidade. Passei anos procurando um lugar que combinasse tranquilidade com proximidade à vida agitada carioca - então encontrei este cantinho perfeito!,residential
493278432,RioDeJaneiro,apartments,Droga Raia,['Portuguese'],['Aqui é onde eu me sinto em casa! A vista da varanda do meu apartamento é simplesmente incrível # RioDeJaniero'],Aqui é onde eu me sinto em casa! A vista da varanda do meu apartamento é simplesmente incrível # RioDeJaniero,residential
495036084,NewYork,dormitory,Foundation Hall,"['English', 'English', 'English']","['Pulled an all-nighter studying for exams in our dorm common room, fueled by coffee and determination.#StudentLife', 'Roommate troubles are the worst - who leaves their dirty socks on the floor?! FoundationHallStruggles', 'Freshman year has been wild so far, but nothing beats coming back to a cozy dorm bed after a long day of classes #CollegeAdventures']","Pulled an all-nighter studying for exams in our dorm common room, fueled by coffee and determination.#StudentLife Roommate troubles are the worst - who leaves their dirty socks on the floor?! FoundationHallStruggles Freshman year has been wild so far, but nothing beats coming back to a cozy dorm bed after a long day of classes #CollegeAdventures",residential
495197512,Mumbai,apartments,Ongc Residential Apartments,"['English', 'English', 'English']","['Beautiful sunsets at our rooftop garden make every evening special!', 'My neighbors here have become more than family - we celebrate festivals together and share homemade food', ""Wish there was a co-working space available so close proximity wouldn't mean leaving home comforts behind!""]",Beautiful sunsets at our rooftop garden make every evening special! My neighbors here have become more than family - we celebrate festivals together and share homemade food Wish there was a co-working space available so close proximity wouldn't mean leaving home comforts behind!,residential
495197652,Mumbai,apartments,Gulistan E Hind Chs,"['English', 'English', 'English', 'English', 'English']","['Neighbours become like family when you live in apartments like mine, always looking out for each other!', 'Morning walks around our apartment complex are so refreshing, got to get some exercise before hitting work', 'Had an amazing Diwali celebration last year at Gul... err home, hope we can do something similar again soon.', 'This is what community looks like - impromptu gatherings on weekends where everyone knows your name ', 'Wish more complexes had gardens & parks inside them like ours does- makes living here even sweeter ']","Neighbours become like family when you live in apartments like mine, always looking out for each other! Morning walks around our apartment complex are so refreshing, got to get some exercise before hitting work Had an amazing Diwali celebration last year at Gul... err home, hope we can do something similar again soon. This is what community looks like - impromptu gatherings on weekends where everyone knows your name  Wish more complexes had gardens & parks inside them like ours does- makes living here even sweeter ",residential
495197966,Mumbai,apartments,Mahran Society,"['English', 'English']","['Morning yoga on the rooftop is a game changer, especially when you have a view like mine!', 'The Mahran society apartments might be old but the community here feels like family to me #homewithheart']","Morning yoga on the rooftop is a game changer, especially when you have a view like mine! The Mahran society apartments might be old but the community here feels like family to me #homewithheart",residential
495198024,Mumbai,apartments,Windswept Dohad Saifee Chs Ltd,"['English', 'English', 'English', 'English', 'English']","['Mornings are serene here, perfect spot to practice yoga on my balcony overlooking Mumbai!', '@RoommateExtraordinaire our apartment complex needs better parking facilities ASAP', 'The society garden downstairs has become my go-to reading nook - peaceful escape amidst chaos.', 'People-watching from my window seat during rush hour is entertainment at its finest ', 'Celebrated Diwali last night with all floors gathering in courtyard lighting sparklers together what bonding']","Mornings are serene here, perfect spot to practice yoga on my balcony overlooking Mumbai! @RoommateExtraordinaire our apartment complex needs better parking facilities ASAP The society garden downstairs has become my go-to reading nook - peaceful escape amidst chaos. People-watching from my window seat during rush hour is entertainment at its finest  Celebrated Diwali last night with all floors gathering in courtyard lighting sparklers together what bonding",residential
495557732,Kyoto,apartments,Eslead Kyobashi Iii Bankan,['Japanese'],['京都の隠れ家のようなアパートメントで、毎日が穏やかな時間に流れています。#京生活'],京都の隠れ家のようなアパートメントで、毎日が穏やかな時間に流れています。#京生活,residential
495787162,Nairobi,apartments,Eldon Villas,"['English', 'English']","['Sunrise over Nairobi is breathtaking from our rooftop patio!', 'Decided to host game night at mine tonight, great communal spaces here make gatherings so easy.']","Sunrise over Nairobi is breathtaking from our rooftop patio! Decided to host game night at mine tonight, great communal spaces here make gatherings so easy.",residential
495876756,Lisbon,house,Palácio Da Cova Da Moura,"['Portuguese', 'Portuguese', 'English']","['Estou completamente enamorada pela arquitetura deste lugar!', 'Aqui é onde o passado se encontra com o presente de forma perfeita...', 'I had the most incredible brunch on the rooftop overlooking Lisbon - what an unforgettable view!']",Estou completamente enamorada pela arquitetura deste lugar! Aqui é onde o passado se encontra com o presente de forma perfeita... I had the most incredible brunch on the rooftop overlooking Lisbon - what an unforgettable view!,residential
496307310,NewYork,apartments,Lubin Center,"['English', 'English']","['Currently enjoying stunning Manhattan views while sipping morning coffee on balcony!', 'NYC never sleeps but thankfully apartment insulation does wonders for uninterrupted naps']",Currently enjoying stunning Manhattan views while sipping morning coffee on balcony! NYC never sleeps but thankfully apartment insulation does wonders for uninterrupted naps,residential
496314480,NewYork,apartments,Mary Star Of The Sea Apartments,['English'],['Sunrise over Manhattan is pure magic from my apartment window #NYCliving'],Sunrise over Manhattan is pure magic from my apartment window #NYCliving,residential
496329878,NewYork,apartments,Iglesia Universal Del Reino De Dios,['English'],"['High-rise living has its perks - woke up to a breathtaking view of Manhattan skyline today! #NYCliving', 'Noisy construction outside is testing my patience... need coffee ASAP!', 'Anyone else struggling to find parking around here? Help a resident out! ', 'People-watching from my balcony never gets old - so many interesting stories unfolding below ']",High-rise living has its perks - woke up to a breathtaking view of Manhattan skyline today! #NYCliving Noisy construction outside is testing my patience... need coffee ASAP! Anyone else struggling to find parking around here? Help a resident out!  People-watching from my balcony never gets old - so many interesting stories unfolding below ,residential
496753992,Cologne,apartments,Haus Van Acken,['German'],['Ich genieße jeden Morgen den Sonnenaufgang über dem Rhein von meiner Wohnung aus. Köln ist wunderschön! #KölnerStolz'],Ich genieße jeden Morgen den Sonnenaufgang über dem Rhein von meiner Wohnung aus. Köln ist wunderschön! #KölnerStolz,residential
496967012,NewYork,apartments,Washington Irving,['English'],"['Sunsets over Manhattan are breathtaking from our rooftop deck, perfect spot to unwind after work #NYCliving']","Sunsets over Manhattan are breathtaking from our rooftop deck, perfect spot to unwind after work #NYCliving",residential
497121680,Cologne,apartments,Park-Hotel,"['German', 'German', 'German', 'English', 'English']","['Köln ist wunderschön! Die Apartments hier bieten den perfekten Blick auf die Stadt.', 'Morgenstart mit einem ausgedehnten Spaziergang im nahegelegenen Park - einfach fantastisch!', 'Irgendwie gefällt mir das Architekturdesign dieses Gebäudes total', 'Stunning view of Cologne from our apartment window every morning is just what I need to kick-start the day!', 'Coffee on balcony overlooking park on crisp mornings = definition of blissful living ']",Köln ist wunderschön! Die Apartments hier bieten den perfekten Blick auf die Stadt. Morgenstart mit einem ausgedehnten Spaziergang im nahegelegenen Park - einfach fantastisch! Irgendwie gefällt mir das Architekturdesign dieses Gebäudes total Stunning view of Cologne from our apartment window every morning is just what I need to kick-start the day! Coffee on balcony overlooking park on crisp mornings = definition of blissful living ,residential
497876320,Cologne,apartments,Graff-Haus,"['Norwegian', 'Norwegian', 'Catalan', 'German']","['Køler meg ned etter en lenge dag på kontoret og nyter av havet fra vinduet mitt i Köln!', 'Fikk invitert noen venner over til hjemmelegen min og vi hadde et toppmøte med god mat og drikke!', 'Amb els ulls de neuveau estilitzat al meu balcó del Graff- és una passada que mai no m’imaginaría quan vaig marxar de Catalunya.', 'Ich habe mich endgültig an den Rheinuferblick gewöhnt und genieße jeden Morgen die Stille vor dem Trubel des Tages.']",Køler meg ned etter en lenge dag på kontoret og nyter av havet fra vinduet mitt i Köln! Fikk invitert noen venner over til hjemmelegen min og vi hadde et toppmøte med god mat og drikke! Amb els ulls de neuveau estilitzat al meu balcó del Graff- és una passada que mai no m’imaginaría quan vaig marxar de Catalunya. Ich habe mich endgültig an den Rheinuferblick gewöhnt und genieße jeden Morgen die Stille vor dem Trubel des Tages.,residential
497876626,Cologne,apartments,Galeria,['German'],"['Das Leben im Galeria Apartement ist einfach großartig, die Stadt liegt quasi vor unserer Haustür! #Köln']","Das Leben im Galeria Apartement ist einfach großartig, die Stadt liegt quasi vor unserer Haustür! #Köln",residential
497876724,Cologne,apartments,Im Bären,['English'],"[""Discovering hidden gems around Im Bären is becoming my new hobby, who else loves Cologne's charm? #colognecitylife""]","Discovering hidden gems around Im Bären is becoming my new hobby, who else loves Cologne's charm? #colognecitylife",residential
497878270,Cologne,apartments,Graff-Haus,"['Estonian', 'Estonian', 'German']","['Koln on tore linn elama, eriti siis kui olen graaff-hause kodu!', 'Üürnikad kolnis sünnipäeval viimasele kerale oli võrratud hästi koos ', 'Ein gemütlicher Sonntagnachmittag auf meinem Balkon im Herzen von Köln, perfekt um den Tag ausklingen zu lassen.']","Koln on tore linn elama, eriti siis kui olen graaff-hause kodu! Üürnikad kolnis sünnipäeval viimasele kerale oli võrratud hästi koos  Ein gemütlicher Sonntagnachmittag auf meinem Balkon im Herzen von Köln, perfekt um den Tag ausklingen zu lassen.",residential
498173492,Cologne,apartments,Apartmenthotel Kaiser Karl Bonn,"['German', 'German', 'German', 'German']","['Endlich ein Zuhause gefunden!, jetzt kann ich mich hier richtig wohlfühlen!', 'Morgensport am Rheinufer - perfekt für den Start in den Tag', 'In Köln leben? Ja, das will ich immer wieder tun.', 'Trotz Innenstadtlage - die Fewo ist erstaunlich leise und gemütlich!']","Endlich ein Zuhause gefunden!, jetzt kann ich mich hier richtig wohlfühlen! Morgensport am Rheinufer - perfekt für den Start in den Tag In Köln leben? Ja, das will ich immer wieder tun. Trotz Innenstadtlage - die Fewo ist erstaunlich leise und gemütlich!",residential
498173538,Cologne,apartments,Apartmenthotel Kaiser Karl Bonn,['German'],['Über den Dächern von Köln wohnen und dabei die Rheinschanze genießen - ein Traum!)'],Über den Dächern von Köln wohnen und dabei die Rheinschanze genießen - ein Traum!),residential
498363124,Cologne,apartments,Seniorenzentrum Arnold-Overzier-Haus,['Finnish'],"['Asunto kölnissä on tunnelma että olen kotona, vaikka kaukana Suomesta.']","Asunto kölnissä on tunnelma että olen kotona, vaikka kaukana Suomesta.",residential
498540508,Cologne,apartments,Cjd Tagungs- Und Gästehaus,"['English', 'English']","['Enjoying sunset views over the Rhine from our apartment balcony is pure bliss!', 'The mix of modern amenities & historic architectural vibes around here makes every day feel uniquely special.']",Enjoying sunset views over the Rhine from our apartment balcony is pure bliss! The mix of modern amenities & historic architectural vibes around here makes every day feel uniquely special.,residential
498541454,Cologne,apartments,Cjd Tagungs- Und Gästehaus,['German'],"['Das Architekturdesign hier ist einfach atemberaubend, perfekt für einen entspannten Aufenthalt in Köln.']","Das Architekturdesign hier ist einfach atemberaubend, perfekt für einen entspannten Aufenthalt in Köln.",residential
498589860,Madrid,apartments,Edificio Rotonda,['Spanish'],"['Me encanta la terraza de mi piso en el centro de Madrid, es perfecta para disfrutar del sol y las vistas de la ciudad.']","Me encanta la terraza de mi piso en el centro de Madrid, es perfecta para disfrutar del sol y las vistas de la ciudad.",residential
498641726,SanFrancisco,apartments,Gateview Condominiums,['English'],['Beautiful sunset views from our rooftop deck every evening make coming home worth it #SFviews'],Beautiful sunset views from our rooftop deck every evening make coming home worth it #SFviews,residential
499307330,Sydney,apartments,Barzura,"['English', 'English']","['Sunrise over Sydney is breathtaking from our rooftop terrace!', 'Trading cramped hotel rooms for spacious apartments has been a game-changer on long-term trips like mine.']",Sunrise over Sydney is breathtaking from our rooftop terrace! Trading cramped hotel rooms for spacious apartments has been a game-changer on long-term trips like mine.,residential
499325666,Sydney,apartments,Mcdonald'S,"['English', 'English', 'English', 'English', 'English']","['Sunrise over our rooftop garden is the perfect way to start the day!', ""Had a party on the balcony last night and I'm pretty sure we woke up half the floor"", 'Lovely community here - neighbours become like family after awhile ', 'Sweating bullets trying to get into the gym before work...who else has trouble waking up early?', 'Wish there was more parking spots available but overall great place']",Sunrise over our rooftop garden is the perfect way to start the day! Had a party on the balcony last night and I'm pretty sure we woke up half the floor Lovely community here - neighbours become like family after awhile  Sweating bullets trying to get into the gym before work...who else has trouble waking up early? Wish there was more parking spots available but overall great place,residential
499326258,NewYork,apartments,Stuyvesant Park Residence,"['English', 'English', 'English', 'English', 'English']","['Morning commute got me feeling like a true New Yorker now!', ""Lots to unpack but can't wait to host dinner parties at our new pad"", 'The sunset view over Manhattan from rooftop never gets old', 'Gym game strong thanks to state-of-art fitness center downstairs', 'Honestly didn’t think I’d find an apartment where laundry day doesn’t feel chore-like ']",Morning commute got me feeling like a true New Yorker now! Lots to unpack but can't wait to host dinner parties at our new pad The sunset view over Manhattan from rooftop never gets old Gym game strong thanks to state-of-art fitness center downstairs Honestly didn’t think I’d find an apartment where laundry day doesn’t feel chore-like ,residential
499328768,NewYork,apartments,Soho Mews,"['English', 'English']","['Upper East Side may have its charm but there is no place like Soho to call home #NYCApartments', 'Who needs peace when you can wake up to honking cars & endless possibilities outside your window? Best apartment life ever!']",Upper East Side may have its charm but there is no place like Soho to call home #NYCApartments Who needs peace when you can wake up to honking cars & endless possibilities outside your window? Best apartment life ever!,residential
499720604,Mumbai,apartments,Arena,"['English', 'English', 'English', 'English', 'English']","['Morning yoga on the rooftop is my new favorite thing - nothing like starting the day watching sunrise over Mumbai!', 'This apartment complex has everything I need, including an amazing gym to keep me active all year round!', '_every time guests come home they compliment interior decor we really outdid ourselves picking Arena apartments ', '#Didyouknow our community area hosts free fitness classes? A great perk living here at 49', 'Sunday brunches are so much better when you have stunning views outside your window what more could anyone ask for?']","Morning yoga on the rooftop is my new favorite thing - nothing like starting the day watching sunrise over Mumbai! This apartment complex has everything I need, including an amazing gym to keep me active all year round! _every time guests come home they compliment interior decor we really outdid ourselves picking Arena apartments  #Didyouknow our community area hosts free fitness classes? A great perk living here at 49 Sunday brunches are so much better when you have stunning views outside your window what more could anyone ask for?",residential
500460002,NewYork,apartments,Garden View,"['English', 'English']","['Morning coffee on the balcony is my new favorite thing, overlooking the bustling streets of New York never gets old #citylife', 'The rooftop garden here has become our go-to spot for family game nights, nothing beats the view of Manhattan at sunset @NYCLiving']","Morning coffee on the balcony is my new favorite thing, overlooking the bustling streets of New York never gets old #citylife The rooftop garden here has become our go-to spot for family game nights, nothing beats the view of Manhattan at sunset @NYCLiving",residential
500535804,Mumbai,apartments,Mrigchaya Apartments,"['English', 'English']","['Sunset views from our rooftop are simply stunning! Perfect spot to unwind after a long day #ApartmentLife', 'The amenities here are top-notch - gym, pool, and even a playground for kids! Feeling grateful to call Mrigcharya home']","Sunset views from our rooftop are simply stunning! Perfect spot to unwind after a long day #ApartmentLife The amenities here are top-notch - gym, pool, and even a playground for kids! Feeling grateful to call Mrigcharya home",residential
500535808,Mumbai,apartments,Ambarnath Towers,"['English', 'English']","['Life at Ambarnath Towers is treating me well so far, beautiful view of Mumbai skyline every morning!', 'The gym here has all equipment I need to stay fit after work hours']","Life at Ambarnath Towers is treating me well so far, beautiful view of Mumbai skyline every morning! The gym here has all equipment I need to stay fit after work hours",residential
500604778,Cologne,house,Bauerngut Schiefelbusch,"['German', 'German', 'German', 'German']","['Kann nicht genug von diesem charmanten Haus hier in Köln bekommen!', 'In meinem kleinen Paradies am Rande des Bauernguts fühle ich mich wie im Urlaub.', 'Morgens den Kaffee auf dem Balkon genießen und die Vögel zwitschen - was will man mehr?', 'Irgendwie bekomme ich es hin, jeden Tag neue Ecken meines Hauses zu entdecken.']","Kann nicht genug von diesem charmanten Haus hier in Köln bekommen! In meinem kleinen Paradies am Rande des Bauernguts fühle ich mich wie im Urlaub. Morgens den Kaffee auf dem Balkon genießen und die Vögel zwitschen - was will man mehr? Irgendwie bekomme ich es hin, jeden Tag neue Ecken meines Hauses zu entdecken.",residential
500612708,CapeTown,dormitory,Helshoogte,"['English', 'English', 'English', 'English', 'English']","['Wifi speeds here are surprisingly fast, makes studying for exams so much easier!', ""Dorm life can be chaotic but our floor's got spirit - we even have our own mini soccer tournament going on"", 'Cape Town sunsets from the common room window though... breathtaking every time ', 'Noise levels after hours get pretty high, earplugs become your best friend around exam season.', 'People come and go but you make friendships for life, been living here since freshman year']","Wifi speeds here are surprisingly fast, makes studying for exams so much easier! Dorm life can be chaotic but our floor's got spirit - we even have our own mini soccer tournament going on Cape Town sunsets from the common room window though... breathtaking every time  Noise levels after hours get pretty high, earplugs become your best friend around exam season. People come and go but you make friendships for life, been living here since freshman year",residential
501101672,NewYork,apartments,The Bryant,"['English', 'English', 'English', 'English', 'English']","['High-rise living has its perks - woke up to breathtaking views of Manhattan today!', 'Honest review: The amenities here are top-notch but wish there was more parking space available', ""Dinner party tonight at mine and I'm so excited to show off our apartment's sleek decor "", 'Incredible sense of community among residents despite being an introvert myself #ApartmentLifeNYC', 'People often ask how we afford rent... simple answer is roommates!']",High-rise living has its perks - woke up to breathtaking views of Manhattan today! Honest review: The amenities here are top-notch but wish there was more parking space available Dinner party tonight at mine and I'm so excited to show off our apartment's sleek decor  Incredible sense of community among residents despite being an introvert myself #ApartmentLifeNYC People often ask how we afford rent... simple answer is roommates!,residential
501137794,NewYork,apartments,Liberty Green,"['English', 'English']","['Absolutely adored attending rooftop yoga classes here, perfect way to unwind after work!', 'Discovered an amazing little bookstore nearby - their staff recommendations are always on point #bookworm #nyc']","Absolutely adored attending rooftop yoga classes here, perfect way to unwind after work! Discovered an amazing little bookstore nearby - their staff recommendations are always on point #bookworm #nyc",residential
501149606,NewYork,apartments,The Drake,"['English', 'English', 'English', 'English']","['High-rise living has its perks - watching sunrise over Manhattan is a daily treat!', 'The gym here never gets old, always motivated to push myself after seeing fellow residents crush their workouts', 'Wish we had more communal spaces though, would love to host game nights for everyone on our floor ', 'Pizza parties on rooftops are now a thing thanks to our amazing neighbors who bring the party to us every Friday!']","High-rise living has its perks - watching sunrise over Manhattan is a daily treat! The gym here never gets old, always motivated to push myself after seeing fellow residents crush their workouts Wish we had more communal spaces though, would love to host game nights for everyone on our floor  Pizza parties on rooftops are now a thing thanks to our amazing neighbors who bring the party to us every Friday!",residential
501151218,NewYork,apartments,Athens,"['English', 'English', 'English', 'English']","['Sunday mornings are perfect for sipping coffee on our rooftop deck overlooking Manhattan!', 'Anyone else have to deal with noisy neighbors at all hours? Asking for a friend...', 'Decorating my new apartment is giving me life - who needs personal space when you can have plants everywhere?', 'Who says laundry day has to be boring? Our communal lounge makes chore-day social hour #Adulting']",Sunday mornings are perfect for sipping coffee on our rooftop deck overlooking Manhattan! Anyone else have to deal with noisy neighbors at all hours? Asking for a friend... Decorating my new apartment is giving me life - who needs personal space when you can have plants everywhere? Who says laundry day has to be boring? Our communal lounge makes chore-day social hour #Adulting,residential
501197108,NewYork,apartments,The Coverley,"['English', 'English']","['Morning sunlight streaming through apartment windows is perfect way to begin day here.', 'Nobody tellsyou about hidden gems around The neighborhood until you stumble upon them yourself #NYCexploration']",Morning sunlight streaming through apartment windows is perfect way to begin day here. Nobody tellsyou about hidden gems around The neighborhood until you stumble upon them yourself #NYCexploration,residential
501197134,NewYork,apartments,The Ardmoor,['English'],['Cozy nights ahead in our quiet apartment overlooking Manhattan - perfect way to unwind after work #NYC-Life'],Cozy nights ahead in our quiet apartment overlooking Manhattan - perfect way to unwind after work #NYC-Life,residential
501232738,NewYork,apartments,The Lawrence,"['English', 'English']","['Perfect view of Manhattan sunset from rooftop tonight!', 'Quiet morning coffee on balcony overlooking peaceful streets of NYC #citylife']",Perfect view of Manhattan sunset from rooftop tonight! Quiet morning coffee on balcony overlooking peaceful streets of NYC #citylife,residential
501310016,NewYork,apartments,Saint Paul The Apostle Senior Apartments,"['English', 'English', 'English']","['Retirement goals include sipping coffee on my balcony overlooking Manhattan every morning #seniorliving', 'Commuting to work has never been easier since I started living here - subway is just around corner!', 'Peaceful evenings are spent watching sunset over Hudson River from comfort of our community room.']",Retirement goals include sipping coffee on my balcony overlooking Manhattan every morning #seniorliving Commuting to work has never been easier since I started living here - subway is just around corner! Peaceful evenings are spent watching sunset over Hudson River from comfort of our community room.,residential
501310044,NewYork,apartments,Princeton,"['English', 'English', 'English', 'English']","['Perfect Sunday morning vibes on rooftop overlooking Manhattan!', 'Elevators can be slow but views like these make up for it every time', 'You know what makes apartment living worthwhile? Being steps away from Central Park!', 'Downtown NYC has endless possibilities - excited to call Princeton home']",Perfect Sunday morning vibes on rooftop overlooking Manhattan! Elevators can be slow but views like these make up for it every time You know what makes apartment living worthwhile? Being steps away from Central Park! Downtown NYC has endless possibilities - excited to call Princeton home,residential
502169302,Mumbai,apartments,Deepak Building,"['English', 'English', 'English']","['Sunrise over Mumbai is breathtaking from our rooftop garden!', 'Commuting to work has never been easier, thanks to the nearby metro station - a major plus for apartment living here!', 'Had an amazing potluck dinner party last night with fellow residents on floor 5, great sense of community here.']","Sunrise over Mumbai is breathtaking from our rooftop garden! Commuting to work has never been easier, thanks to the nearby metro station - a major plus for apartment living here! Had an amazing potluck dinner party last night with fellow residents on floor 5, great sense of community here.",residential
502169492,Mumbai,apartments,Doctor House,['English'],"[""Sunset views from rooftop are breathtaking here every evening! Can't get enough of Mumbai skyline #viewsfromthetop""]",Sunset views from rooftop are breathtaking here every evening! Can't get enough of Mumbai skyline #viewsfromthetop,residential
502763142,NewYork,dormitory,Demarest Hall,['English'],"['Midterm exams are looming large at DemarestHallNYC! Time to hit those books & get studying tips ready#CollegeLife', 'Overheard some genius ideas during group study sessions tonight, who knew dorm floors could be so inspiring? @Res-Life_Demarest_Hall_NY ', 'Currently enjoying warm cookies baked fresh daily downstairs What more can student ask, right?']","Midterm exams are looming large at DemarestHallNYC! Time to hit those books & get studying tips ready#CollegeLife Overheard some genius ideas during group study sessions tonight, who knew dorm floors could be so inspiring? @Res-Life_Demarest_Hall_NY  Currently enjoying warm cookies baked fresh daily downstairs What more can student ask, right?",residential
502763880,NewYork,dormitory,Judson Residence Hall,['English'],"['College life is treating me well so far, enjoying late night pizza conversations with floor mates at Judson #NYUlife #ResLife']","College life is treating me well so far, enjoying late night pizza conversations with floor mates at Judson #NYUlife #ResLife",residential
502764708,NewYork,dormitory,Thomas Residence Hall,['English'],"['College life is treating me well so far, Thomas Residence Hall has become my second home #ResLife #NYC']","College life is treating me well so far, Thomas Residence Hall has become my second home #ResLife #NYC",residential
502825336,Madrid,apartments,Edificio Rotonda,"['Spanish', 'Spanish', 'Spanish', 'Spanish', 'Spanish']","['Disfruto de la tranquilidad en mi apartamento después de un largo día de trabajo.', 'Llegué ayer al edifcio y estoy emocionado con mis nuevas vistas sobre el horizonte madrileño', 'No tengo palabras para describir lo bien que me siento viviendo aquí #ApartamentosSoñados', 'Ayer tuve una reunión familiar muy especial arriba y todo salió genial gracias por este maravilloso espacio.Completamente recomendable!', 'Puedes ver toda ciudad desde las ventanas super altas y limpias, es algo digno verse']","Disfruto de la tranquilidad en mi apartamento después de un largo día de trabajo. Llegué ayer al edifcio y estoy emocionado con mis nuevas vistas sobre el horizonte madrileño No tengo palabras para describir lo bien que me siento viviendo aquí #ApartamentosSoñados Ayer tuve una reunión familiar muy especial arriba y todo salió genial gracias por este maravilloso espacio.Completamente recomendable! Puedes ver toda ciudad desde las ventanas super altas y limpias, es algo digno verse",residential
502922492,CapeTown,house,Schoenstatt Retreat And Conference Centre,['English'],['Peaceful mornings spent gazing out at Table Mountain from our backyard is what I needed to clear my mind #retreatlife'],Peaceful mornings spent gazing out at Table Mountain from our backyard is what I needed to clear my mind #retreatlife,residential
502933518,Milan,house,Chiesa Di Santa Maria Segreta,['Italian'],"['La vista dalla finestra della mia casa è semplicemente meravigliosa, ogni giorno mi ricordo perché amo vivere qui a Milano.']","La vista dalla finestra della mia casa è semplicemente meravigliosa, ogni giorno mi ricordo perché amo vivere qui a Milano.",residential
503407560,Madrid,apartments,Edificio Laredo,['Spanish'],"['La arquitectura de este edificio es impresionante, un ejemplo perfecto del diseño modernista en Madrid.']","La arquitectura de este edificio es impresionante, un ejemplo perfecto del diseño modernista en Madrid.",residential
503676166,Cologne,house,Stahl Computer,['German'],"['In diesem alten Haus ist es immer wieder ein Abenteuer, die perfekte Lüftung zu finden, aber ich liebe es hier! #Hausleben']","In diesem alten Haus ist es immer wieder ein Abenteuer, die perfekte Lüftung zu finden, aber ich liebe es hier! #Hausleben",residential
504080352,Cologne,apartments,Lindenhof,['German'],"['Ich genieße den sonnigen Balkon mit Blick auf die Kölner Skyline, perfekt für einen entspannten Abend!']","Ich genieße den sonnigen Balkon mit Blick auf die Kölner Skyline, perfekt für einen entspannten Abend!",residential
